claim,label
Ministra de Salud confirma el primer caso de conoravirus #COVIDー19 en Veraguas. Una profesional que labora en el Sistema de Salud. https://t.co/ep835dhB2y,real
Coronavirus | El fútbol no se suspende y Alberto Fernández pidió que los partidos se puedan ver de manera gratuita - TN - Todo Noticias https://t.co/NPXEvWYxKh,fake
"🔴 ÚLTIMA HORA | Acuerdo ""urgente"" entre ambos países contra el #Covid19 😷 https://t.co/XZQBmtPyO9",fake
"A mi el coronavirus no me puede matar, yo ya me morí el día que murió Lexie Grey. https://t.co/yAJB40amKz",fake
"Clases y coronavirus:
🇪🇸 Suspendidas
🇺🇸 Suspendidas
🇬🇧 Suspendidas
🇩🇰 Suspendidas
🇨🇳 Suspendidas
🇮🇱 Suspendidas
🇳🇴Suspendidas
🇨🇱¿Realmente se cree que cerrar los centros de educación es una medida razonable?
#covid19chile",fake
"Con coronavirus 👑  🦠 

🇮🇹 cuarentena 
🇪🇸 cuarentena
🇫🇷 cuarentena 
🇩🇪 cuarentena 
🇨🇴 cuarentena 
🇵🇪 cuarentena 
🇵🇾 cuarentena 
🇺🇾 cuarentena 

🇦🇷 Abrimos con todas las medidas de seguridad que conlleva el caso. Venite, si tenes fiebre free hasta las 1:30.",fake
0212 263 8828 por fa https://t.co/2pHPUZnX3o,fake
Empresas privadas capitalistas https://t.co/LOmX3viiSJ,real
"A Colombia le tomó solo 10 días llegar a los 34 casos de coronavirus que tiene ahora.

Mientras que a Italia le tomó 23 días, a Japón 25, a Corea del Sur y a España 29 días. 

Calculen el rápido avance que ha tenido el virus en nuestro país. https://t.co/yFMujMOoYd",fake
"Reportan iglesias repletas.

Señores pastores, irresponsables, podrían cerrar la función y dejar de cobrar en diezmo, tres o cuatro domingos, mientras evaluamos la magnitud de la pandemia? 

Jesús lo haría.
Primero la salud. 

#MeQuedoEnCasa 
#COVIDー19",fake
"yo: voy a ponerme las pilas y empezar el gimnasio
coronavirus: no
yo: bueno",fake
Creo que es lo más malo que ví en mi vida https://t.co/ckxwylOvtO,real
¿TIENE RAZÓN? 🤔😷 Esta fue la reflexión de Jorman Campuzano sobre el coronavirus en el mundo https://t.co/soE1YMHCF1,fake
"Para los que se creen inmortales y siguen saliendo al parque sin hacer caso a la orden de permanecer en domicilio, estas son las radiografías de un chico de 28 años intubado en la UCI en mi hospital por #coronavirus. Pista: los pulmones es lo negro, lo blanco es neumonía https://t.co/HsWOj43EVv",fake
Rt si el coronavirus ya te arruino algo,fake
"Así estaba esta mañana un popular mercado de #París. Ni confinamiento ni distancia de seguridad. Y eso tras decretarse ""estado de máxima alerta"". No aprendemos.
#coronavirus https://t.co/3J7VV45zLV",real
"RT Eres muy INTELIGENTE y te necesitamos para reconstruir nuestra #VenezuelaBonita entonces, POR FAVOR #QUÉDATEENTUCASA es la MEJOR y MÁS BARATA MEDICINA CONTRA EL CORONA👑VIRUS😷y lava frecuentemente tus manos 20 SEGUNDOS,el equivalente a cantar cumpleaños feliz la versión corta https://t.co/zNMe6QA9Bi",fake
"🇻🇪 ¡EL TROMPO MANDA SU MENSAJE! 🇻🇪 Nuestro campeón de Levantamiento de Pesas Jesús ""Trompo"" González es otro atleta que se une a la campaña #MeQuedoEnCasa mandando un mensaje a toda Venezuela para mantener la calma y unión ante el COVID-19. 😷🧼🇻🇪🙏🏼 #GrandeVzla @pinfantea https://t.co/l4GIi16gpw",fake
El coronavirus no me va a matar porque yo ya morí hace una semana con el desarrollo del personaje de Alex Karev,real
Agrupación de cumbia-pop lanza el hit del coronavirus.,real
Felipe VI sabía desde hace UN AÑO que era el segundo beneficiario de la cuenta en un PARAÍSO FISCAL del dinero de la DICTADURA SAUDÍ y no ha dicho nada hasta ahora que la prensa lo ha descubierto. Y lo dice en plena crisis con toda la atención en el coronavirus. Es como su padre.,fake
No creo que muchos acá los conozcan ¿O me equivoco? https://t.co/aTx3bTj3vc,fake
"Hoy llegaron decenas de vuelos internacionales al país, trayendo a miles de pasajeros de Europa, Asia y América. El CoronaVirus no nació en Chile: viene en avión, barco o por tierra. Es urgente que el Gobierno 
#CierreLasFronteras para frenar el avance del virus! https://t.co/z8wmxaP9wl",real
"Señora récele al gauchito gil en su casa, por favor. https://t.co/IRNtlxv3ij",fake
"#ViveLatino Sólo 1 portador de #COVIDー19 asintomático, podría haber contagiado a cerca de 115 personas por contacto directo. La propagación indirecta de 115 personas portadoras sería de 7 mil de los 40 mil asistentes.
#Coronavirus #SARSCoV2

Modelo en espacios cerrados: https://t.co/pCGooSNppT",fake
"CHUPAN PIJA O CULO SIN FORRO Y SE HACEN ACÁ LOS QUE TIENEN MIEDO AL CORONAVIRUS DIOS MAN ES PEOR TENES UNA ETS, LA CONCHA DE SU MADRE DIOS DIOS DIOS A QUIEN MATO",fake
"Para mantener informada a la población sobre el #Covid19 en #QuintanaRoo, la @SESA_QROO  pone a tu disposición el micrositio: https://t.co/lLrheaQ4cL

Aquí encontrarás Información actualizada y medidas de prevención las 24 horas. https://t.co/t6npgH527G",real
Lo mejor que he leído para entender al coronavirus. Es aquí donde te das cuenta quien hubiera sido el mejor para liderear al país en estos momentos. https://t.co/1H2OloLl3V,real
Falta la temática de Coronavirus en Tom con barbijos y estamos completos,fake
Estos son los sitios prohibidos por visitar en Barquisimeto por prevención de #Coronavirus https://t.co/CV9n5eyDfK https://t.co/P7uXtfIDCR,fake
Maduro en cadena informa de siete nuevos casos de Coronavirus. Oficialmente hay 17 contaminados en Venezuela,fake
"#CoronavirusArgentina
El Dengue y el Coronavirus peleando por quién infecta más 😂 https://t.co/CoBawzHNJV",fake
"Yo también quiero aportar a las personas en cuarentena ante la emergencia del #COVID19 con Vitamina C (Mandarinas) 🍊

¿tengo que pasar un proceso para ello o solo llego al albergue a dejarlas?

Quiero donar 6,000 🍊 https://t.co/uliwQ1Eno1",fake
"Turquie 
*6 cas de coronavirus* : https://t.co/cXHq9rUXIl",fake
sus viejas también estan RE INTENSAS con el coronavirus?,fake
"En un momento crítico para Chile, los partidarios de la mentira constitucional siguen llamando a marchar y a poner en riesgo a millones de chilenos. Seguramente creen que cambiando la Constitución serán inmunes al CoronaVirus https://t.co/R5qAFiiZsy",real
"yo: voy a ponerme las pilas y empezar el gimnasio
coronavirus: no
yo: bueno",fake
"NY Times ha liberado acceso a contenidos #COVIDー19 
Estamos #Fase3 mantenerse en casa, lavar manos, evitar llevárselas a la cara y contacto con personas fuera del hogar. Mientras + estrictos seamos menos daño para grupos riesgo y colapso en sistema salud.
https://t.co/md5dZdodQf",real
"Ya hemos visto como funciona el #COVIDー19 en el mundo y es responsabilidad d tod@s PREVENIR. Respetar cuarentena, lavarnos las manos según recomendaciones, no juntar niñes con adultos mayores, etc. Tod@s debemos ayudar para evitar muertes. Esto es importante!
#QuédateEnTuCasa",fake
Y hoy aplaudimos también nosotros porque no será posible hacer bien el trabajo sin la colaboración de toda la ciudadanía. Gracias #covid19 #COVID19España https://t.co/sg8zQvyCXs,fake
prefiero morirme antes que abandonar a mi perro https://t.co/rf4Uzimvrx,fake
"@sebastianj_97 @MorrisonCFA No te merece cruz azul, ahi puros muertos como el Chaco, Corona o el Teófilo.
Tu eres un caballero, eres del america y lo sabes... te vemos aquí en el futuro ;)",fake
"Aquí el único que rezuma odio eres tu: Madrid es un foco de infección que debió ser atajado HACE DIAS. Cuando hubo foco en Igualada, se decretó el cierre total. Lo mismo que en Wuhan o Lombardia. En Madrid eso no pasó y encima los IMBÉCILES COMO TU atacáis a quien osa criticarlo. https://t.co/RlCjGZ1sHR",fake
"En un momento crítico para Chile, los partidarios de la mentira constitucional siguen llamando a marchar y a poner en riesgo a millones de chilenos. Seguramente creen que cambiando la Constitución serán inmunes al CoronaVirus https://t.co/R5qAFiiZsy",real
"💻 Gobierno implementa portal único de información oficial sobre el #Coronavirus #COVID19 y triaje digital para identificar situaciones de riesgo.

➡️ Ingresa a https://t.co/STxE1C64Wg

Más detalles aquí: https://t.co/zCwhkS5PSf https://t.co/wLsZkBjFo0",real
"vieron que la generación 2001/02 estamos meados por un elefante???? osea nacimos en PLENA CRISIS, en el medio casi nos mata la gripe A y cuando vamos a empezar la facultad,pum coronavirus",fake
"Las recetas del Dr. López según @alarcondibujos. Genial. 

#coronavirus https://t.co/IG7V2lQ5HP",fake
Esta maestra enseña a sus alumnos a como protegerse del #coronavirus. :) #Cuba. #COVIDー19 https://t.co/PK6Ttor73R,fake
"Ante una emergencia como la que trae el Corona Virus, tener vocerías confusas es MUY riesgoso. Se necesita desde la autoridad una voz creíble y clara. ¡Bien! Por suspensión de clases, pero se necesita tren de acciones, pq padres tienen q cuidar a sus hij@s y conciliar con trabajo",fake
Italia al límite. En un solo día se registraron 250 muertes por Coronavirus. El 12% de los fallecidos son trabajadores de salud. Unas 1.266 personas ya murieron y otras 17.660 se contagiaron. 👉🏻 Leé más en https://t.co/Zzr5QX3igV 👈🏻 https://t.co/eFTT7j4nT7,fake
Cuando son las ocho de la mañana y alguien te empieza a hablar. https://t.co/7Z9fbeYeXY,fake
Se cancela el show de chip canario por coronavirus https://t.co/NaEG0Mg2q5,fake
"Brillante conferencia de Alberto sobre el avance del coronavirus. Ahora el fútbol argentino deberá acompañar el pedido de unidad del Presidente de la Nación, y dejar de tomar decisiones unilaterales y absurdas, como ha hecho D'onofrio y le ha celebrado su séquito de alcahuetes.",fake
"Os cuentos, llamada, personas entrando a un bar. Patrulla al lugar. Bar con cierre bajado. 👮 no se fían, comprueban, suben cierre y allí estaban 5 personas, bebiendo y fumando. Local denunciado, anormales denunciados y dos actas de drogas.
#COVIDー19 
#PoliciaLocal
#VamosaMorir",fake
"🇪🇦 | URGENTE - CORONAVIRUS: Gobierno de España pone a hospitales privados bajo su mando y saca al Ejército a las calle, tras decretar asilamiento masivo por avance del coronavirus. En ese país hay casi 8,000 personas contagiadas; y se confirman 288 muertes. https://t.co/cBmPr14GGw",fake
"EMPATÍA ante el #COVIDー19 No juzguen si no saben porqué una persona tuvo que salir de su casa, no juzguen cómo cada quien trata de lidiar con el distanciamiento social, no sabemos NADA de las circunstancias de cada quien. Practiquemos la EMPATÍA y cumplamos con los protocolos!",fake
"#QuedateEnCasa El ministro del Interior, Euclides Acevedo, dijo que no desea recurrir al extremo del ""toque de queda"".

Pero ""así se hará"" si no se cumple con el Decreto presidencial de evitar la aglomeración de personas en la lucha contra el #coronavirus.
https://t.co/nEKUSwCYOO",fake
Los negros ni deberían de preocuparse por el covid19 o sea ustedes tienen el ébola en la sangre 🙄,fake
"Conoce los lineamientos de acción COVID-19 para las Instituciones Públicas de Educación Superior.
Link: https://t.co/W2X1wvbqLB https://t.co/29kEwo52hh",real
Cuba produce antiviral que se usa en China para tratar a pacientes con coronavirus. ► https://t.co/oKvgBlhjbW https://t.co/gUNHXeYWm8,fake
"Algunos de los síntomas de resfriado, gripe y #Covid-19 son compatibles, sin embargo, no son exactamente iguales. Es importante informarse sobre las diferencias, estar prevenidos y no automedicarse. https://t.co/xDrZPEce9C",fake
"Desde la comunidad china nos siguen llegando ""abrazos virtuales"" en forma de material para prevenir el #CoronavirusESP 

Estas fotos son del distrito de Usera-Villaverde
Unas 2000 mascarillas quirúrgicas, mascararillas Fpp2, gel, guantes, gafas, alcohol...
🙌SIMPLEMENTE GRACIAS! https://t.co/GBAOyFksSf",real
"MENTIRA
Ese ""medicamento cubano"" Interferón Alfa-2B NO SIRVE 
Yo, junto con 20 pacientes, fuimos tratados en el Hospital Ameijeiras de la Habana con ese Retroviral y NO LE SIRVIÓ A NADIE
Cuba le vendió a China y ahí tampoco Salva a Nadie
Piedad ¡Mentirosa! ¿Cuánto te Ganarás?
RT https://t.co/bQQL5eLugO",fake
"Mi Mamá y mi Papá están en ese grupo poblacional en altísimo riesgo por el COVID-19. Si me contagio seguramente no me pasará nada a mi, pero ellos podrían morir si son contagiados. Cuando vayan a rumbear, piensen en los familiares que podría matar su ""irreverencia""",fake
🇻🇪 ¡TODOS UNIDOS! 🇻🇪 Nuestra Campeona @angiegonzalezga de también se une a la campaña #MeQuedoEnCasa dejando su mensaje de buenas vibras y unión en contra del COVID-19. ⚠️ ¡PRONTO SALDREMOS DE ESTO VENEZUELA! 🇻🇪🙏🏼 Somos #GrandeVzla https://t.co/JoUge2Vg0d,fake
"Nuestra universidad sigue las recomendaciones brindadas por el Gobierno Nacional, y adopta las medidas de contención para evitar la propagación del Coronavirus que involucran las actividades educativas de todos los niveles.
#CoronavirusArgentina",real
Si les da corona ¿me dejan abrazarlos? Es para un experimento que consiste en qué ya me quiero morir,fake
"yo: voy a ponerme las pilas y empezar el gimnasio
coronavirus: no
yo: bueno",fake
"Cumpleaños en tiempos de #coronavirus y #CODVID19 
Vía #wapp https://t.co/WubipsQVE2",fake
3.000 dolares el examen en gringolandia para saber si tenes coronavirus y aca en Argentina es gratis https://t.co/Xam5BMibnS,fake
"España, el país con peor evolución de muertes por coronavirus. Peor que China o Italia. ¿Tienen las autoridades alguna responsabilidad por negligencia? https://t.co/ovbMYbmO2g",fake
"Les comparto algunas reflexiones de aprendizajes que me está regalando el coronavirus:

https://t.co/UT8IHrKNnz

Y vos, qué estás aprendiendo? https://t.co/J7iIhTGbBU",fake
"Mi versión de Marte para colaborar con #quedateencasa 
Juntos lo podemos cambiar
@EurovisionJr @eurovision_tve @rtve @PepsRecordsES 
#eurovision #eurovisionjunior #lavozkids #marte #coronavirus https://t.co/fr91QlnLV1",fake
El presidente D.Trump hace la Proclamación para el Día de hoy #15DeMarzo Día Nacional de Oración por todos los estadounidenses y el mundo afectados por la #pandemia de  #COVIDー19 y por nuestros esfuerzos de respuesta nacional. #CoronavirusOutbreak #PrayTogether https://t.co/CMbgT6Upuu,real
"@gera_nunez1001 Dejate de joder, Cuba es una dictadura, a los médicos los manda esclavos, y el interferón es un fraude del régimen que inventaron hace 40 años, no cura más que la aspirina: https://t.co/z58XqNMVns",fake
"#Covid19 | Cuatro turistas ecuatorianos retenidos en Argentina. Uno de ellos tiene sintomatología respiratoria; según fuentes sanitarias, sería familiar de una persona fallecida por coronavirus https://t.co/KMPoORKG8H",fake
"Si fuiste al baño de la mitre y seguís vivo, tranqui q el coronavirus ni se acerca",fake
Todo el mundo loco con el coronavirus y yo todavía pensando en el shock que me dió ver un vídeo de Alexa Demie y darme cuenta que habla exactamente igual a su personaje en Euphoria.,fake
"No puedo ir al boliche,tampoco a la cancha ni a lugares donde se junte mucha gente que esto el coronavirus o la toxi jajajajajaja",fake
"Según la OMS, Chile es el país con más casos registrados de coronavirus en América latina

https://t.co/X51HnCSIkZ",fake
"En tres días pasamos de 2 a 17 casos confirmados de coronavirus.
Teniendo como precedente el historial de mentiras de los voceros de la dictadura, la realidad puede ser otra. 
#CoronavirusEnVenezuela https://t.co/W2cO21f0em",fake
Y porque no dijeron desde el principio eso... https://t.co/DVlGBTvoSZ,fake
Gripe A en el colegio / Coronavirus en la facultad https://t.co/LJ5gtWJdv0,fake
"#Coronavirus | Autoridades de Guatemala confirmaron este domingo el primer fallecimiento por COVID-19, un hombre de 85 años que llegó el 6 de marzo procedente de Madrid, España #15Mar https://t.co/Jjq8AEoYiy",fake
"Fui al Jumbo y quedé muy preocupado, muchos llevaban sobre 50 rollos de papel higiénico y corrían como almas en pena, será que el Corona Virus puede dejar la cagada ?",fake
"#15Mar #Coronavirus #Guatemala confirmó el primer fallecimiento por #COVID_19, un hombre de 85 años que llegó el 6 de marzo procedente de Madrid, España. -@TVVnoticias",fake
"@libermanmartin En este minuto, me puedo atrever a decir, con toda seguridad
QUE A NADIE LE IMPORTA QUIEN TENÍA LA RAZÓN COLORADO GARCA, CON LO MUFA APUESTO QUE ES CULPA TUYA QUE HAYA LLEGADO EL CORONAVIRUS HDRMP!",fake
"Para los que se creen inmortales y siguen saliendo al parque sin hacer caso a la orden de permanecer en domicilio, estas son las radiografías de un chico de 28 años intubado en la UCI en mi hospital por #coronavirus. Pista: los pulmones es lo negro, lo blanco es neumonía https://t.co/HsWOj43EVv",fake
"En España hay 40.000 personas sin hogar. Son el grupo de mayor riesgo frente a la pandemia del coronavirus. Nadie piensa en ellos. Como decía Eduardo Galeano son los nadies, los ningunos, los ninguneados, los hijos de nadie, los dueños de nada. https://t.co/Zh9C8zWkuw",real
El coronavirus no puede matarme porque yo ya morí cuando Bing Bong saltó del cohete y desapareció en el inconsciente. https://t.co/MgzOs4aCOB,fake
Gobernadores regionales de Perú piden declaratoria de cuarentena nacional y cierre de fronteras #COVIDー19 #YoMeQuedoEnCasa https://t.co/McFLTqcsFO,fake
"Esto del Covid nos corresponde a todos, es responsabilidad pública, si las iglesias por el diezmo van a seguir convocando ingenuos con el discurso de que Dios va a evitar el contagio, están muy equivocados (y lo dice una creyente). @ClaudiaLopez creo que se deben tomar medidas☝🏼 https://t.co/uAUFj6Hxzb",fake
Esta semana todxs lxs que conozco van a trabajar desde sus casas...se acaba el coronavirus y en mi trabajo recién ahí van a pensar en implementar el teletrabajo,fake
corona https://t.co/HFHtq9owp6,fake
"Aquí, las medidas adoptadas por @interiorgob en el ámbito de la seguridad ciudadana. #COVID19. 

#EsteVirusLoParamosUnidos https://t.co/kAwWW6Em6H",real
"""Voy a pedirle al Poder Judicial que establezca una feria judicial"" @rodysuarez 

#Coronavirus #Mendoza",real
@pozoarturo @fermosan_tires @ramirogarciaf coronavirus para llevar...,fake
"Covid-19
En horas tendremos herramientas (varias)  de alta tecnología para ayudar a las personas en relación a covid-19.",fake
Soy médico internista a disposición por DM para  servir como apoyo y guiarlos en afecciones de salud menores mientras estén en casa durante esta cuarentena y así no tengan q salir. COVID-19,fake
Autoridades de los EEUU piden cancelar eventos con más de 50 personas https://t.co/Gq8qDVFJPX,fake
El dron: https://t.co/7xViriaB2Z https://t.co/6oglCGbJKV,fake
"México baila a su ritmo

Decenas de miles de personas acudieron al festival de música #ViveLatino, pese a la amenaza del coronavirus. Mientras, la pandemia obliga a otros países del mundo a cancelar eventos masivos y decretar cuarentenas.

México registra al menos 41 casos [oh] https://t.co/baYyP29RK1",fake
Está bien para la salud  y no haya contagio https://t.co/pHC9FcRiCw,fake
"...al mismo tiempo que el comité asesor presidencial desaconsejaba suspender las clases

https://t.co/W4RkMzUxbG https://t.co/MCoZuszXAh",fake
"💚 Buenas tardes 💚 Hoy Francisco Alcántara Grados ha participado en una tertulia en Cadena SER Cáceres y han tocado varios temas de #actualidad:
.
🗣 Coronavirus: ""Resaltamos la necesidad de coordinación entre todas… https://t.co/j4TP5nQAfv",real
"#15Mar En #Aragua decretamos estado de alarma en todo el territorio, acompañado de un conjunto de medidas de estricto cumplimiento para intensificar el protocolo instruido por nuestro presidente @NicolasMaduro para contener la propagación del #COVIDー19 #EscudoBolivarianoIII2020 https://t.co/QVnFblb4Jh",real
A @carnecrudaradio no le aterraba el Coronavirus.... https://t.co/lez7HTQ8pI,fake
@mica_godoooy tenés coronavirus?,fake
"1. Desde el punto de vista de la salud, son responsables ante la emergencia sanitaria. 
2. Desde el punto de vista empresarial, si siguiese abierto y alguien se contagia ahí, el daño reputacional no lo arreglan con toda la plata del mundo. https://t.co/PqeA9PfTiz",real
"REGRESO A CASA 🙏🏻🏠

Video completo: https://t.co/PrvLRsacN3

#danielhabif 
#coronavirus https://t.co/usBqZFbCWP",fake
"Los criminales de LESA HUMANIDAD no pueden tener ningún beneficios mientras no nos digan donde está nuestro familiares, 
Estos animales mal paridos no tuvieron piedad con nuestros padres, ejecutados, y detenidos desaparecidos https://t.co/qkEJGpy2s4",fake
"Les recomiendo este video. Para que vean la importancia de lavarse las manos y de tomarse en serio medidas y recomendaciones de alcaldes,gobernadores y Presidente @MinSaludCol @SectorSalud https://t.co/WoPE6gSTS9",fake
Cuando son las ocho de la mañana y alguien te empieza a hablar. https://t.co/7Z9fbeYeXY,fake
"#RESISTENCIAalcovid19 
Señor @IvanDuque: Cuba tiene el medicamento que sube las defensas del organismo y permite el tratamiento del Coronavirus. Que su sesgo ideológico y la necrópolitica no lo cieguen para permitirnos acceder al Interferon Alpfha2 
Por favor lea👇 https://t.co/vBAtSQUerf",fake
No sólo usaron barbijos para un video insignificante sino que también desperdiciaron el alcohol en el gel para hacerse los graciosos y finalizaron con un mensaje queriendo “informar”. Son nefastos y empatizaron MUY poco por todos aquellos que no consiguen un alcohol en gel https://t.co/i407QQCBKb,fake
Gracias Presidente https://t.co/LTtxlbVFZG,fake
El dron: https://t.co/7xViriaB2Z https://t.co/6oglCGbJKV,fake
Rt si el coronavirus ya te arruino algo,fake
"no me mato ni el dengue ni el coronavirus, me mato verte con otra persona.",fake
"Distanciamiento social, la clave para mitigar los efectos del coronavirus. El experto en salud pública, Dr. Elmer Huerta, habla de su importancia. 

https://t.co/qsCfNOOr2F",real
"¿Qué tendrá que ver Felipe González Márquez gubernamentalmente, veinticuatro años después del final de su etapa de Gobierno?
 #INFOCoronavirus #España https://t.co/Jm2Pbon4Bu",fake
"La tos seca que produce el coronavirus no llega acompañada de moco. Es irritativa y a menudo provoca dolor en la garganta o en el pecho, además de la molesta irritación. Aprende a identificar los síntomas del coronavirus https://t.co/r0mueG0cPV",fake
"#quedateEnTuCasa Soy neumólogo. Si alguien tiene o sospecha tener #corona pero no lo considera tan grave como para acudir a urgencias y tiene alguna duda, puede consultarme por privado que hoy estaré disponible para atenderte. 
Se agradece difusión.
#COVID19mx https://t.co/qwzfUVC5ph",fake
Movistar y Digitel cierran oficinas por el coronavirus a partir de este #16mar https://t.co/xbwIHQ0KOk,fake
"#Coronavirus - Muertes por país

#China 3.199
#Italia 1.809 
#Irán 724
España 292
Francia 91
Corea del Sur 75
EE.UU. 63
R. Unido 35
Japón 24
P. Bajos 20

#COVID19 
#madeforminds /e 
Fuente: worldometers | 15.03.2020 | CET 8 pm",fake
"#PS4share
Tomando medidas hasta en los Juegos en línea #COVID19 https://t.co/lTxi0poeKl",fake
@FioSargenti Me va a matar ella de un disgusto antes que el coronavirus 🤦🏻‍♀️,fake
"“Tenemos información verificada de un brote muy fuerte en  Norte de Santander. Tenemos pacientes en #Venezuela que obtuvieron #COVIDー19 en #Cúcuta.”, dice Maduro y pide retomar diálogo con Duque. Presidente @IvanDuque , no sea irresponsable y atienda el teléfono.",fake
Para evitar posibles contagios de #Covid-19 tomemos todas las precauciones. Sigamos las indicaciones de limpieza y prevención. Lavemos nuestras manos de manera constante durante 20 segundos. https://t.co/VdF5tdaJWg,fake
"He madrugado y he puesto esto en la ventana. Os animo a todos a hacer lo mismo.
#VivaLaSanidadPùblica

#QuedateEnCasa
#VenceremosConUnión 
#COVIDー19 
#Coronavirus
 🌹🌹🌹🌹🌹🌹🌹🌹🌹
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/89CMZQGKgw",fake
"Florentino no se ha ofrecido a levantar un hospital como en China. 

Amancio Ortega no ha ofrecido su fortuna para contratar sanitarios. 

Los bancos no han ofrecido los 60.000 millones de € de rescate para los necesitados. 

Pero todas estas empresas privadas recibirán ayudas.",real
"#PrevenciónCoronavirus | La higiene personal es una de nuestras mejores aliadas ante #COVID19; antes de comer o después de tener contacto con cualquier persona, lava tus manos con agua y jabón o algún desinfectante a base de alcohol. https://t.co/uYAO4w9iED",fake
"Está puta pandemia solo nos va a servir para tener claro que en estos duros momentos en nuestras mentes, en nuestros corazones, están presentes las personas a las que más queremos.
Aquellas por las que gustosamente daríamos todo por salvarlas, incluida la vida.
#COVIDー19",fake
"Reportan iglesias repletas.

Señores pastores, irresponsables, podrían cerrar la función y dejar de cobrar en diezmo, tres o cuatro domingos, mientras evaluamos la magnitud de la pandemia? 

Jesús lo haría.
Primero la salud. 

#MeQuedoEnCasa 
#COVIDー19",fake
🇮🇹 | URGENTE - CORONAVIRUS: Italia marca récord con 368 muertes en un solo día.,fake
Es mas probable que me agarre coronavirus a que me llegue este mensaje https://t.co/9KeJufNmRY,fake
"Confirmaron dos nuevos casos autóctonos de Coronavirus en Uruguay https://t.co/RJht9Pcobp vía @ Hay que extremar los cuidados personales, no enloquecerse y seguir las indicaciones de los organismos  de la salud publica, no contribuir al caos compartiendo bolazos en redes sociales",fake
#ÚLTIMAHORA: El Gobierno de #Chile 🇨🇱 suspende las clases en los colegios y jardines infantiles del país durante al menos dos semanas como medida de contención frente al #coronavirus. Muchas universidades de la nación también están tomando la misma medida https://t.co/KOr0Or3iae,real
"Mi Mamá y mi Papá están en ese grupo poblacional en altísimo riesgo por el COVID-19. Si me contagio seguramente no me pasará nada a mi, pero ellos podrían morir si son contagiados. Cuando vayan a rumbear, piensen en los familiares que podría matar su ""irreverencia""",fake
"El corona no me puede matar, yo morí esta tarde, cuando vi que te casaste....",fake
"yo: voy a ponerme las pilas y empezar el gimnasio
coronavirus: no
yo: bueno",fake
"¿Sientes ansiedad por la pandemia de coronavirus, quieres entender por qué, así como saber qué hacer al respecto?

Este hilo es para ti.",fake
"📌 DE ÚLTIMA HORA...
Por #coronavirus, se #suspenderán #actos públicos o privados #masivos en #Puebla a partir del 23 de marzo: Gobierno del Estado https://t.co/3ARe3alk6Q https://t.co/f8m26ds5ZV",fake
"Panameños gracias al coronavirus descubren que el Lysol es caro. SIEMPRE ha estado en ese precio, lol https://t.co/NTYFCEYsYi",fake
"🇨🇳 500 casos confirmados COVID19 -&gt; Cierra Wuhan
🇮🇹 5800 casos confirmados COVID19 -&gt; Cierra Lombardía y otras provincias
🇪🇸 +6000 casos confirmados COVID19 -&gt; No cierra foco y toma medidas que provocan éxodo de personas infectadas a zonas poco infectadas #paisdepandereta",fake
Jeje https://t.co/htcjB1TdgG,fake
Lavarse las manos con jabón y gel con alcohol y quedarse en casa es la mejor manera de protegernos del corona Virus. 👍🍀🇵🇾 https://t.co/ilyvz1O8dt,fake
LA SOLUCIÓN PARA EL CORONA ES LA MARIHUANA,real
Ahora si el COVID cruzo la linea YA NO VOY A VER A @jota_pr_  Y ESTOY MUY TRISTE,fake
"PRIMICIA esta noche en @NoticiasUno. No es de coronavirus. Es de la otra noticia de la semana...
Encuéntrenos en @CABLENOTICIAS  a las 8 pm",fake
"#COVID19 | 📞Línea 154 opera las 24 hs para atender a la ciudadanía

✅Funcionarios del @msaludpy y estudiantes de últimos años de la carrera de medicina responden dudas, reciben denuncias y autorreportes, a través del call center.

#QuedáteEnCasa❗
#Entretodosnoscuidamos https://t.co/MVWIgP09QR",fake
"Proteger la salud e integridad del pueblo hondureño es nuestra prioridad, para todos es conocida la capacidad de contagio del #COVID19 y no queremos que se repliquen las mismas situaciones que en otros países. Prevenir está en sus manos! https://t.co/RADnWmlHKU",real
La Reserva Federal (Banco Central) de EEUU anunció hoy que reduciría tasas de interés a 0% y comprará cerca de $ 700 mil millones de dólares en bonos de gob y relacionados con hipotecas -como parte de acción de emergencia para proteger a la economía del impacto del #coronavirus.,real
"Para otras cosas, se unen los medios salvadoreños. Ahorita deberían lanzar campañas y tener una programación que tenga a la gente en casa y siguiendo las recomendaciones. #MeQuedoEnCasa #COVID19",real
"Cada vez hay más denuncias sobre abusos de empresas en el cobro excesivo de servicios con el pretexto del coronavirus.
Hablas a @Profeco para saber si ellos están haciendo algo para evitarlo y la respuesta es: solo Salud puede hablar del tema pandemia.
Diooooooooooos",real
Aeropuertos saturados en EUA por procesos preventivos de coronavirus. Se reportan filas de 4 a 6 horas de espera en Chicago y Dallas. https://t.co/h546KRJzdB,fake
Alguien me puede confirmar si esto es verdad? Que vergüenza https://t.co/oEZRaeWGNW,fake
El coronavirus esta matando todo menos estas ganas de perrearte y fumarme un blunt.,fake
"En el dengue el mosquito es el transmisor y lo eliminamos. 
En el coronavirus vos sos! No podemos eliminarte por eso te pedimos que te quedes en tu casa!",fake
El coronavirus no puede matarme porque yo ya estoy muerto de amor x vos bebEeee,fake
