text,label
"#QuédateEnTuCasa | @bannykosta te recomienda descansar y dedicarte a lo que tenías pendiente en el hogar durante esta cuarentena social para vencer al Covid-19

🎶🎵 Quien te canta Banny Kosta 🎵🎶 https://t.co/s81m7WGoQC",fake
AHORA: El ejército de los Estados Unidos anuncia un contagio de coronavirus en uno de sus buques de guerra. (Sky News),fake
"El #coronavirus no puede matarme, yo ya morí ese día https://t.co/rVfaEr2uiu",fake
"En el BOE, orden de Sanidad para aumentar recursos humanos sanitarios para la crisis del #COVID19. 
Afecta a residentes, licenciados sin título de especialista aún, sindicalistas, estudiantes de último año y ¡ojo! ya jubiladas/os menores de 70 años. https://t.co/Y3zN2vJG7Y",real
El coronavirus es un plan del INEGI para que todos estemos en la casa y puedan censar bien a toda madre.,fake
Coronavirus acabó con la fiesta en dos de las principales ciudades turísticas de Florida https://t.co/Be1eVaVcIV Resumen de los principales acontecimientos del día por @soniaosoriog,fake
"A mí si me habla Kakaroto y estoy bien de la cabeza, màs respeto https://t.co/S5shla6VNn",fake
Rt si el coronavirus ya te arruino algo,fake
"Ministro de salud francés advierte que los medicamentos aines- anti inflamatorios no esteroides (acetil-salicílico (AAS) (Aspirina®), ibuprofeno, indometacina, diclofenaco, piroxicam) pueden agravar los efectos en los casos de Covid-9 https://t.co/paIhdv530F",fake
"Estudiantes panameños en España envían un mensaje a todo Panamá, #QuédateEnCasa. #NoticiasTVN #COVID19 https://t.co/7KfijIQSo8",uncertain
"Días “libres” + Alcohol + Gente Irresponsable = Desastre (#Covid19)

Bebidas alcohólicas generan reuniones sociales, pérdida de control, accidentes, y representan un foco de contagio importante. Muchas veces hasta toman varios de la misma botella. 

Sugiero: #LeySeca temporal.",fake
Menos mal que es la ultraderecha burguesa.... https://t.co/Y97XyBgPpM,fake
"Hoy domingo y todos los días que sean necesarios, trabajaremos con entusiasmo y sin descanso con los equipos de la @GobAntioquia, @AlcaldiadeMed y de los 125 municipios del departamento de Antioquia para dar una respuesta conjunta y coordinada al Covid-19. https://t.co/FOQA6ygZCK",real
El coronavirus no puede matarme porque yo ya estoy muerto de amor x vos bebEeee,fake
"Amigos de América Latina: en España no aprendimos de China ni de Italia y hasta el jueves creímos que llegaría un milagro. Los milagros nunca llegan: adelantad el aislamiento, no os concentréis ni os reunáis, evitad el contagio.",fake
"El Papa salió hoy del Vaticano para rezar ante un Cristo milagroso que salvó a Roma de la peste, y también en la Basílica de Santa María la Mayor ante la emergencia del coronavirus #COVID19. https://t.co/rCQkj0NBj6",fake
Todos sabemos que lavarnos las manos con agua y jabón ayuda a prevenir #COVID19 . Aquí @esthergili_ y yo explicamos por qué. #COVID19 https://t.co/FD3Pz7sjXs,uncertain
@morirdepoesia ni idea KSKSKS me imagino que debe ser un correo informando que no van a repartir en ciertos países por el covid19 pq abajo sale la fecha de la ultima vez que pedí algo por rappi._.,fake
"Cumplir con lo establecido por el Gobierno es fundamental para evitar la circulación del coronavirus Covid-19. Cuando respetás el aislamiento preventivo, priorizás tu salud y estás cuidando la de los demás. 

+ info: https://t.co/PyA4jv7S6y https://t.co/1uel4jmIYE",real
"Como Bancada Alternativa hacemos un llamado al Gobierno de @IvanDuque para que se tomen las medidas correspondientes que sirvan para detener la expansión del #Covid19Colombia a más zonas del país.

#COVIDー19 #Coronavirus https://t.co/4xjcjR7HMz",fake
"Argentina cerró fronteras para evitar propagación de coronavirus, sólo podrán ingresar argentinos nativos y residentes del país https://t.co/i7q3ys3RPp",fake
#Argentina prohibió 30 días la entrada a personas que en los últimos 14 días hayan pasado por zonas de riesgo por #coronavirus. A partir de mañana hay suspensión de clases en escuelas y universidades para frenar contagios.,fake
"Eduardo Gotuzzo, uno de los más prestigiosos infectólogos del país, invoca a la calma ante el aumento a 71 de los casos positivos de #COVIDー19 en el Perú. ""No se sabe cuántos de esos casos som familiares de los primeros pacientes"", explica en @canalN_",fake
"Ha fallecido un familiar de mi pareja por coronavirus. No lo cuento por lástima, sino para que también penséis en todas esas personas que hoy están en casa, respetando el aislamiento y no pueden juntarse con su familia para llorar la pérdida. Que ni siquiera han podido despedirse",fake
"Bien, Presidente. De verdad, pleno respaldo a la medida. Era lo que había que hacer. Aplausos de pie. https://t.co/irEMx2KRfL",fake
🔴Covid 19- No es necesario gastar en productos especiales para desinfectar superficies (en lugares cerrados) y prevenir el contagio del nuevo coronavirus. El jabón y lo que normalmente compramos para nuestra casa han demostrado efectividad 👇🏽(https://t.co/9VnGmp3Wc1),fake
"La autoridad sanitaria y la vicepresidencia junto a las más altas autoridades del Ecuador nos han recibido y escuchando a unos 20 colegas de todas las áreas del conocimiento, vamos horas reunidos y desde la academia hemos sugerido lineamientos sobre #covid19 para #aplanarlacurva https://t.co/phUVwIadTg",uncertain
"#NotiMippCI 📰🗞|  Lombardía solicita médicos a Cuba, Venezuela y China para afrontar Coronavirus.   Lea más ⏩ https://t.co/f0OK6RrfVP

#EscudoBolivarianoIII2020

#QuédateEnTuCasa https://t.co/MzUbEMkGSE",fake
Fútbol gratis para combatir el corona virus. PERONIA.,fake
"que hdp, esto ya es personal https://t.co/xBIGCZRKz6",fake
"No les calienta el Corona Virus, fueron a chupar en el Tapiracuãi, no acataron la orden policial y además agredieron a policias de la Comisaria 8va de Santaní. Les dejo a Uds que se descarguen con estos carruajes. https://t.co/lCLL66fPdV",fake
"Hoy le cayó una gota de lluvia a mi lata de cerveza, saben que probabilidad hay que una gota de lluvia caiga dentro de la lata? Ahora bien, saben que probabilidad hay que caiga una gota de lluvia en mi vaso y me dé coronavirus? Es mínima! 

Tampoco es que estoy loco...",fake
@filho_doSol Corona https://t.co/9mieeuKgZs,fake
"Algunos de los síntomas de resfriado, gripe y #Covid-19 son compatibles, sin embargo, no son exactamente iguales. Es importante informarse sobre las diferencias, estar prevenidos y no automedicarse. https://t.co/xDrZPEce9C",fake
El coronavirus no puede matarme porque yo ya estoy muerto de amor x vos bebEeee,fake
"@ernestorr Teneme paciencia si digo una burrada (?), en esos lugar con diseminación local, el virus cambia el comportamiento o sigue actuando con el mismo patrón que le conocimos por ejemplo en China, Italia?",fake
"🔴Fuentes de @biobio confirmaron que internos de Punta Peuco y Colina 1 condenados por causas de Derechos Humanos, presentarán recurso de protección contra Presidente Piñera por no incluirlos en medidas contra el coronavirus. Mencionaron que vulneran la igualdad ante la ley.",fake
El coronavirus no puede matarme porque yo morí el día que murió el comandante 😢 https://t.co/RB1I5sQHJE,fake
"No es momento de automedicarse, tomar decisiones que pongan en riesgo tu salud, ni dejar que el miedo se apodere de ti

Mantén la calma, quédate en casa y conoce cómo prevenir el #COVIDー19 https://t.co/pCVVGmmhSD",fake
Donald Trump declaró a #EEUU en estado de emergencia por coronavirus https://t.co/xFnpNXn6iy *',fake
"Dicen que el índice de mortalidad del #Coronavirus es “apenas” el 2%. 

¿Apenas? 

Para mucha gente ese 2% será su 100%. 

Por eso, evitemos la calle y salvemos vidas. #MeQuedoEnCasa",fake
"el coronavirus no me puede matar, porque yo morí éste día. https://t.co/8m5kQ5sInQ",fake
Rt si el coronavirus te ha arruinao algún plan,fake
El ISIS es más responsable que los madrileños. https://t.co/q9HnwEKf5F,fake
Creo que amo mi culo https://t.co/Y55i178pGo,fake
"Por aquí una Pediatra 🙋🏻‍♀️... si alguien tiene una duda respecto de COVID-19 especialmente en niños, pueden preguntar lo que sea por DM. 
Si se puede con esto evitar una salida a consulta médica o a urgencia mejor, es la idea.
#covid19chile 
#YoMeQuedoEnCasa #DistanciationSociale",real
"nosotros en fin de año: el 2020 será nuestro año
el coronavirus: #OTYoMeQuedoEnCasa
#DirectoAcademia16M https://t.co/fHGxG5tdJc",fake
Este vídeo que circula por Whatsapp resume la nefasta gestión del Gobierno de Pedro Sánchez de la crisis del coronavirus. Que lo vea toda España. https://t.co/3X5wF3RVwy,fake
"Demos bendiciones a todos los hombres y mujeres de bien y buena voluntad de Médicos Sin Fronteras, que están en la Frontera con Venezuela para realizar Test de despistaje del Covid 19 y no se les permitió el ingreso al País. Demos gracias a DIOS por el derecho a la Vida. Amén. https://t.co/ar5iH0u8rg",fake
"Para los que se creen inmortales y siguen saliendo al parque sin hacer caso a la orden de permanecer en domicilio, estas son las radiografías de un chico de 28 años intubado en la UCI en mi hospital por #coronavirus. Pista: los pulmones es lo negro, lo blanco es neumonía https://t.co/HsWOj43EVv",fake
"#QuéTal Así no debe responder el Gerente del Aeropuerto @BOG_ELDORADO, más aún cuando la gente necesita respuestas de tranquilidad sobre las medidas tomadas frente al #COVIDー19. Ese es el problema de las concesiones, sólo les importa la plata, los clientes pasan a segundo plano. https://t.co/ZrRu5tmMlZ",real
Ahora puedes descargar el Manual de prevención del virus de CORONAVIRUS  SARS- CoV-2 a través de nuestra página web o  el siguiente link https://t.co/l8Kw5bqfOl https://t.co/MyHIci2QQQ,fake
#UltimaHora Italia “dejará morir a los mayores de 80 años” porque su sistema de salud está colapsado y necesitan hacer espacio para los que tienen más probabilidades de vivir #Coronavirus #Covid19 https://t.co/uibwXHeJGd,fake
prefiero morirme antes que abandonar a mi perro https://t.co/rf4Uzimvrx,fake
Yo quería perrear y fumarme un blunt pero el coronavirus nos canceló,fake
"Este es Yojar Onairam, científico turco que dirige un equipo de investigación que después de trabajar día y noche sin descanso, está a punto de conseguir una vacuna efectiva para el COVID-19. Esto no lo verás en los medios. https://t.co/UHUB578L7C",fake
Mira @elsemblante maduro dándole cátedra al comprador de votos https://t.co/hB2gwjOnll,fake
"Yo: qué feliz estoy este año, anxiety free, imparable, paradita en las ganas de vivir.

El coronavirus: JAJAJAJAJAJAJAJAJAJJAA. Nena, no.",fake
Llorando https://t.co/rXh5yZWwIs,fake
"Estimad@s estudiantes, comparto información importante en relación a #covid19 emanada desde la Facultad de Cs. Agropecuarias y Forestales @UFrontera https://t.co/Cr2nXsMSGm",uncertain
Están furiosos los fifis que incluso están utilizando el CORONA VIRUS para desestabilizar al gobierno.... No tienen madre,fake
"Viejo cerdo, pedófilo,  pederasta!!
Igual que su amigo Naason dela Luz del mundo. 🤢🤢🤢🤢🤮🤮🤮🤮
Los padres son cómplices de éstas aberraciones,  no cabe duda de que los chimoltrulovers son capaces de vender a sus hijos por su ciego fanatismo. 
#AmloPedófilo
#AmloPederasta https://t.co/Mk9InAHKTk",fake
"El #coronavirus está cancelando todo, menos las deudas.",fake
#Coronavirus golpea con fuerza a Italia: confirman 368 muertos en las últimas 24 horas 👉 https://t.co/YbkweUVwf4 https://t.co/quKbyaF393,fake
"Coronavirus en Perú: EsSalud entregará equipos de protección a personal médico para evitar contagios
https://t.co/NezoHZbuqo https://t.co/M6EqkCvG9H",fake
Dólar alcanza los 20 pesos en casas de cambio y gasolina baja a poco más de 11 pesos el litro por efecto Coronavirus en Juarez https://t.co/HBhjCK72cy,fake
"Turquie 
*6 cas de coronavirus* : https://t.co/cXHq9rUXIl",fake
"ATENCIÓN , experto en CNN dice que limpiar las superficies con alcohol de concentración de al menos 60% y dejar MÍNIMO 4 MINUTOS secar, mata el virus COVID 19. Buen tip.",fake
"Si te cuidas tú, nos cuidamos todas y todos. Infórmate sobre el #Coronavirus #COVID19 🦠 en https://t.co/tMdfK4pP8A o 📞 al 800-0044-800. https://t.co/sr8Kb4vUaF",fake
Dado de alta paciente con coronavirus en Buga https://t.co/5UpwfzgHCH,fake
"Si realmente se preocupara de SU gente, pediría una comisión de investigación, exigiria a su padre que devolviera TODO el dinero INMEDIATAMENTE y donaría todo el dinero a los investigadores que están intentando encontrar soluciones al coronavirus.",real
Me da verguenza y me molesta mucho que sigan haciendo chistes y memes del Coronavirus nunca pueden saber cuándo puto el que lee,fake
"No se si sería la espectacular voz o la triste circunstancia, pero se me erizó la piel. https://t.co/I2XILI4cWV",fake
Madrid corre ya más riesgo que Lombardía o Hubei pero sigue sin decretar el cierre total https://t.co/EboQGGTC0w,fake
Donald no da puntada sin hilo https://t.co/K3HeZbw22b,fake
"Enero: tercera guerra mundial

Febrero: muere Kobe Bryant con su hija pequeña

Marzo: COVID-19 Declarado pandemia mundial 

Abril: posible choque de meteorito a la tierra

Mayo: no se si llegamos pero si pasa queres coger",fake
"@jrodriguezk @UniversidadEan @Catalizate @joannaprieto @Cisco_LA @BCrissien @Brigittelgb @apelaez1 @juaneslewin @vjennyffer @Leonardorodz @HMauricioDezSi1 La @UniversidadEan ha estado afrontando la prevención contra el #COVIDー19 de una manera adelantada y organizada, especialmente, sin afectar el proceso académico y aprovechando al máximo sus recursos TIC",real
"Algunos de los síntomas de resfriado, gripe y #Covid-19 son compatibles, sin embargo, no son exactamente iguales. Es importante informarse sobre las diferencias, estar prevenidos y no automedicarse. https://t.co/xDrZPEce9C",fake
Rt si el coronavirus ya te arruino algo,fake
Me encanta mi Comunidad Autónoma 💖 https://t.co/D3nKyOLuIq,fake
me cancelaron las clases está todo bien coronavirus pero ahora me voy a quedar en casa TRISTE porque por lo menos yendo a estudiar me distraigo un poco me vas a pagar la terapia también?,fake
"Las compras de pánico de papel higiénico en el mundo tienen una explicación científica.
#CuarentenaCoronavirus #cuarentena #MexicoSeQuedaEnCasa #coronavirus #COVIDー19 #panicshopping #DomingoDeGanarSegidores 
https://t.co/DEIaF3xHzg https://t.co/eWfaNdn67Q",fake
"Emmanuel Macron elogió el estado del bienestar, diciendo que a la luz de la crisis del coronavirus sería ""una locura"" dejar ciertos bienes y servicios a las ""fuerzas del mercado"" y anunciando próximas  ""decisiones decisivas"". https://t.co/j1QNIFhn3Z",fake
"Según esta interpretación acerca de la declaración del Estado de Excepción  decretada por Maduro, a partir de hoy todos somos susceptibles  a ser víctimas de las mayores arbitrariedades del régimen con la excusa del Coronavirus.  https://t.co/uowAe92xLq",fake
"Lista de productos que inactivan el coronavirus en la piel:

🧼Jabón ""syndet"" o ""sin jabón"".
🧼Jabón en gel.
🧼Pastilla de jabón.
🧼Gel desinfectante hidroalcohólico.

En orden de menos a más agresivo con la piel.

✔Todos son igual de efectivos contra el coronavirus. https://t.co/HhXpJUN48e",fake
Chora!!!!! https://t.co/076v21gXnE,fake
"Por el coronavirus, el Estado Islámico emitió una alerta de viaje a sus terroristas https://t.co/6LzoMSPbKc",fake
@el_espanol80 Su renuncia a La Corona y la devolución de todo lo robado por su dinastía  es lo que debe anunciar y luego salir de territorio peninsular y veremos si le dejan entrar en el insular,fake
Coronavirus: Por qué Debemos Actuar Ya by @tomaspueyo https://t.co/pG4K4zW59h,fake
"Buen día, soy médico, y me pongo a disposición de cualquier persona que pueda tener dudas con posibles síntomas de Coronavirus. Si bien los teléfonos en caba es 107 en PBA 148 puede que colapsen. Pueden preguntar por acá.",fake
Así mismo 😭 https://t.co/nskchAoruE,fake
"Ha fallecido un familiar de mi pareja por coronavirus. No lo cuento por lástima, sino para que también penséis en todas esas personas que hoy están en casa, respetando el aislamiento y no pueden juntarse con su familia para llorar la pérdida. Que ni siquiera han podido despedirse",fake
"A los Nicanor, Hugo Ramírez, Galaverna y otros que buscan likes por hacer caridad en plena pandemia de coronavirus, le exigimos que se dejen de joder y que impulsen —desde sus espacios de poder— reformas impositivas para financiar las muchas mejoras que la salud pública necesita",real
"COVID-19: ¡Preparados en el lugar de trabajo! 👍🏽

Y recuerda, lávate las 🤚🏼✋🏿 con 💦 y 🧼

➕ INFO sobre #COVID19 👉🏾 https://t.co/qZMMEwceTe

Conócelo. Prepárate. Actúa. https://t.co/Q47XsWzx17",uncertain
"No tengo Internet. Ni agua. 

Será también culpa del coronavirus?",fake
por que no m respondes la historia queres que te estornude y te pegue el coronavirus eso queres no??,fake
"Este es Yojar Onairam, científico turco que dirige un equipo de investigación que después de trabajar día y noche sin descanso, está a punto de conseguir una vacuna efectiva para el COVID-19. Esto no lo verás en los medios. https://t.co/UHUB578L7C",fake
Che mínimo espera a q presentemos antes de hacerte la película https://t.co/F73YNnHDK5,fake
La Policía ya impone multas por salir a la calle sin motivo por el coronavirus. https://t.co/kCvA4ZFAos,fake
"Jalisco, Yucatán y Guanajuato suspenderán clases desde el próximo martes como medida para evitar la propagación del #coronavirus Covid-19. https://t.co/oCXXSUSGaJ",fake
"PRONUNCIAMIENTO
Los Gobernadores Regionales miembros de la ANGR
ante la propagación del covid-19 #coronavirus y declaratoria de pandemia realizada por la OMS, solicitamos la Declaratoria de cuarentena nacional y cierre de fronteras por pandemia
@MartinVizcarraC @presidenciaperu https://t.co/hqM1Y8QJlv",fake
"Precauciones contra el coronavirus:

Lávese continuamente las manos
No salga de casa si no es urgente
Cúbrase la boca al estornudar

Ah, y no vuelva a votar por MORENA

Por sus atención, gracias.",fake
"pos na, 15 días sin poder follar por culpa del coronavirus

no como los 21 años anteriores, que es porque soy feo",fake
Prefiero tener coronavirus que TikTok,fake
Felipe VI sabía desde hace UN AÑO que era el segundo beneficiario de la cuenta en un PARAÍSO FISCAL del dinero de la DICTADURA SAUDÍ y no ha dicho nada hasta ahora que la prensa lo ha descubierto. Y lo dice en plena crisis con toda la atención en el coronavirus. Es como su padre.,fake
prefiero morirme antes que abandonar a mi perro https://t.co/rf4Uzimvrx,fake
prefiero morirme antes que abandonar a mi perro https://t.co/rf4Uzimvrx,fake
El primer aliado del coronavirus es @HIDROCAPITALca que nos mantiene en una sequía eterna...,fake
"Esta es mi hija. Es enfermera en la UVI Corona en La Paz. . Este es su rostro después de horas con el traje EPI. Está cansada. Pero, solo piensa en descansar para volver a currar. Como ella miles de profesionales sanitarios. #yomequedoencasa Gracias. Orgullo https://t.co/4cayGpkgtR",fake
"Despliegue inicial de 350 militares de la #UME para realizar labores de reconocimiento de infraestructuras críticas de entornos urbanos y colaborar en posibles necesidades de desinfección #COVID19 en Madrid, Valencia, León, Zaragoza y Sevilla
#EsteVirusLoParamosUnidos https://t.co/GUuCwl1dG5",uncertain
"¿Está el gobierno mexicano subestimando la pandemia de coronavirus en nuestro país?
https://t.co/unRFjePWwj",fake
"IMPORTANTE suspensión de clases por 2 semanas es para TODOS los colegios  del país. 
Y después de ese plazo queda vigente POR UN AÑO el protocolo de suspensión de clases por 15 días en el curso si detectan 1 caso y en todo el colegio con 2 casos. #CoronaVirusEnChile #coronavirus",fake
"Literalmente que por lo único que me cuido y pienso cumplir la cuarentena, es por mis viejos https://t.co/wvR0NZQ9W7",fake
"Tamara Gorro, tras el positivo en coronavirus de Ezequiel Garay: 'Estamos bien, tranquilidad' https://t.co/pz1DE3FAzM",fake
"Qué gonorrea haber hecho semejante teatro repatriando a esos colombianos de China para hacerlos pasar por el mismo miedo pero con menos tecnología, peor servicio de salud y con un riesgo potencial de que se puedan enfermar y hasta morir. ¡Qué ridículo tan hijueputa, panas!",fake
"@noviogotico Le aplaudirias a un médico/enfermero el cual es responsable de tratarte y cuidarte, en caso de que esté muy mal por el corona, a ti o a algún familiar?",fake
¡Deporte unido contra el Coronavirus! 💪🏻  “Ser conscientes y resguardarnos” una de las recomendaciones que nos da nuestra Stefany Hernández que también se une a la campaña #QuédateEnTuCasa 🏡✅ https://t.co/R9NyY8xZpH,fake
Messi lanzando coronavirus a los demás. Esto no saldrá en las noticias. ¿Este es tu ídolo? Responde https://t.co/ElhSfWzWo9,fake
El coronavirus no puede matarme porque yo ya morí cuando Bing Bong saltó del cohete y desapareció en el inconsciente. https://t.co/MgzOs4aCOB,fake
ME HACE MAL ESTO https://t.co/DmKeGmTApI,fake
#AlMomento 🦠 Anuncian autoridades de salud que no hay nuevos casos sospechosos de COVID-19 en #Yucatán y que los ocho reportados ayer se mantienen en observación. 👇🏻 https://t.co/WLlGOC5ZRS,real
Primeras multas por incumplir el decreto que obliga a no salir de casa por el coronavirus. https://t.co/BX7077FwGo,fake
"#AHORA| @vladimirpadrino: ""Aquí están garantizados todos los insumos médicos"".

#COVID19 #Venezuela",uncertain
Para las dudas al respecto de la suspensión por #CoronaVirus👇🏽 https://t.co/yBqa7a9bn4,fake
"el coronavirus cuando salimos a la calle😂 #OTYoMeQuedoEnCasa 

 https://t.co/ZpX1a1BRag",fake
"A Italianos mayores a 80 se les dejará morir, en la medida en que el país está rebasado por el coronavirus. https://t.co/aLI91QMKh2",fake
"Reportan iglesias repletas.

Señores pastores, irresponsables, podrían cerrar la función y dejar de cobrar en diezmo, tres o cuatro domingos, mientras evaluamos la magnitud de la pandemia? 

Jesús lo haría.
Primero la salud. 

#MeQuedoEnCasa 
#COVIDー19",fake
"Desde el @MDSNacion decidimos modificar la modalidad de entrega de la tarjeta Alimentar, adecuándola a las medidas preventivas frente al COVID-19 dispuestas por el gobierno nacional.",real
Todo un barrio en Italia cantando “Toxic” de Britney Spears mientras están encerrados en cuarentena por el coronavirus https://t.co/jhcMKiGvQC,fake
"- Lamento informarle que dió positivo en el test de Coronavirus.

- Imposible Doctor!  Tengo 14.325 rollos de papel sanitario en mi casa. 

#DejaPapelSanitarioParaLosDemas
#coronavirus 
#LoLeiPorAhi",fake
"De un tal Esteban Ortiz,sujeto con barba que algunos recomiendan,graba videos como eminencia con recomendaciones y hasta CNN consultó sobre Coronavirus en Ecuador,yo NO ME OLVIDO aunque haya BORRADO sus tuits. Fanático correista insultador. Ahora,camuflado en el olvido.",fake
"#INFOGRAFÍA Algunas de las personalidades y políticos diagnosticados positivos al nuevo coronavirus, al 15 de marzo #AFP @AFPgraphics https://t.co/79lwh8rL8v",fake
"@IvanDuque permitió que entrara el coronavirus, priorizó la economía sobre la vida.

No hay hospitales preparados para atender la emergencia.

Por su irresponsabilidad y lentitud se contagiaron las enfermeras en Cartagena. 😡😡😡

#RESISTENCIAalCovid19",fake
"Gracias a la cuarentena no nos matará el Covid19, que ataca sólo a personas de riesgo, adultos mayores y con enfermedades preexistentes nos arriesgamos a morir, incluy a nuestros hijos de inanición x falta de alimentos. Muchos vivimos el día a día para llevar los alimentos a casa",uncertain
Paraguay hace lo mismo por favor 🙏🏽 https://t.co/s6pLmAWXWq,fake
"¡Hola! Soy Oftalmólogo, especialista en Retina. Apoyo la iniciativa de otros compañeros! 
Si alguien tiene un problema puede consultarme por privado. NO ACUDIR A HOSPITALES directamente. 

Intentaré ayudar en lo posible
#COVID19 #VoluntariosCODVID 
🚨Se agradece difusión🚨",uncertain
Mi cerebro convenciéndome de no tener coronavirus después de haber tosido: https://t.co/JfcoXHVvne,fake
"En buena medida, no tendremos pronto una vacuna contra coronavirus por exceso de regulación. La vacuna puede incluso ya existir, pero hay que hacerle tantas pruebas que no la tendremos antes de un año.",fake
"Coronavirus por comer murcielagos, animales que tambien nos contagiaron el ebola. VIH por cazar monos. Pandemia de gripe aviar x comer pollo. Gripe porcina x los chanchos. El mundo nos esta dando un mensaje muy claro y el humano sigue flashando que es el rey del planeta.",fake
"Por irresponsables como estos y autoridades inútiles es que esta pandemia nos llevará mas tiempo controlarla!!!
Gente imbécil !! https://t.co/mNGPQRw6El",fake
"@SanchezBernardo Está tarde Maduro acusó varios casos venir se Cúcuta y Europa,  obviando intencionalmente que todo inició en China",fake
"Solidaridad y ayuda de China a España, que va a ser fundamental.
Es importante saber QUIÉN le ha tendido la mano al pueblo español.
No me voy a acordar de los mentepollas miserables que estructuran los medios españoles.
Ahora no.
#COVIDー19 
https://t.co/Eh8TmyNqeD",real
"¡Sin miedo al coronavirus!
Familias acuden al cine y plazas comerciales, pese a las recomendaciones de ""distanciamiento social"" que dio la @SSalud_Tab https://t.co/vE3ncwKVg0",fake
Rt si el coronavirus ya te arruino algo,fake
"Minuta de acuerdos del Consejo Asesor COVID-19 Chile
https://t.co/Ziikg7WKOl",fake
"Lo que dijo Ginés García días atrás: “No tenemos posibilidad de que exista el coronavirus en el país, SALVO QUE SEA IMPORTADO” (es decir: aquello que ingresa al país y proviene del extranjero)

Lo que dijo Ginés según la derecha: Ginés dijo que JAMÁS iba a llegar el coronavirus.",fake
"Para los que se creen inmortales y siguen saliendo al parque sin hacer caso a la orden de permanecer en domicilio, estas son las radiografías de un chico de 28 años intubado en la UCI en mi hospital por #coronavirus. Pista: los pulmones es lo negro, lo blanco es neumonía https://t.co/HsWOj43EVv",fake
"Paris, esta mañana.  Nosotros no aprendimos de los italianos. Los franceses, tampoco. https://t.co/wvZLOIl6p1",fake
"#Covid19 Ocurrió hoy en Santani. Siete personas incluyendo a una menor, se encontraban en inmediaciones del Arroyo Tapiracuai, fueron llevadas a la comisaría porque se resistieron a abandonar el lugar. Desde el principio amenazaron al personal policial señala el informe. #1020AM https://t.co/hM5EFh79K2",uncertain
3.000 dolares el examen en gringolandia para saber si tenes coronavirus y aca en Argentina es gratis https://t.co/Xam5BMibnS,fake
"Para los que se creen inmortales y siguen saliendo al parque sin hacer caso a la orden de permanecer en domicilio, estas son las radiografías de un chico de 28 años intubado en la UCI en mi hospital por #coronavirus. Pista: los pulmones es lo negro, lo blanco es neumonía https://t.co/HsWOj43EVv",fake
"yo: voy a ponerme las pilas y empezar el gimnasio
coronavirus: no
yo: bueno",fake
"Pasadas las elecciones continúo con recomendaciones: No se puede combatir el coronavirus si no se sabe dónde está. Esto quiere decir que se debe fortalecer el monitoreo para encontrar, aislar y tratar los casos. Esto es vital  para romper las cadenas de transmisión!!",fake
"Se encerraron en las casa porque “ se estaban metiendo ladrones al conjunto de al lado”, pero salen de rumba en medio de la pandemia del Coronavirus. Complicado así.",fake
"La supremacista Clara Ponsatí, compañera de fuga del MHP Puigdemont, se burla de los muertos madrileños por coronavirus.
Recordadlo cuando veáis al Gobierno socialcomunista sentado en una ""mesa de diálogo"" con la escoria nacionalista que odia a España y al resto de los españoles. https://t.co/nxSrVTHzcQ",fake
"Dios mío cada loca qué hay, les afecta parece el tema del coronavirus",fake
"Entenderá la población general la magnitud de la crisis chilena actual?
No será tiempo que los políticos que nos metieron en este lío ... nos saquen? 
El coronavirus va a pasar arriba de los políticos antes que se den cuenta.Van a mostrar ahi su incompetencia esencial.",real
"Tanto gastar en la guerra interna durante medio siglo en vez de haber invertido en ciencia, salud y educación; recursos que hoy necesitamos para enfrentar al coronavirus. Momento para reflexionar y promover cambios fundamentales.",real
"Coronavirus: cómo hizo Corea del Sur para frenar el avance de la pandemia en tiempo récord
Es el cuarto país del mundo con más contagiados, junto a China, Italia e Irán. Sin embargo, mediante una agresiva campaña sanitaria, redujo la tasa de mortalidad.  https://t.co/6uh4ntdRn1",fake
"Tu perro no te va a contagiar el coronavirus. No lo transmite. 
NO LO ABANDONES.

#quedateEnTuCasa , pero quédate con él https://t.co/w8E7hdpgQp",fake
"En Chaco estamos con Dengue y Coronavirus, con sequía y sin presión del agua corriente, ahora sin luz y 43 de ST... Egipto con las plagas se queda corto.",fake
Cruella de Vil https://t.co/Jt65BJpgVA,fake
"1 caso positivo en Los Mochis. Cuídense para NO propagar el virus por todos lados. Tenemos seres queridos que pueden ser los más afectados, ya sean bebés, abuelos o hasta personas con otras enfermedades. No se lo tomen a la ligera, ya tenemos de ejemplo a otros países. https://t.co/DrFQiryQNq",fake
Si me ven estornudando o sonándome los mocos: no tengo coronavirus solo soy una persona que duerme con aire acondicionado y es alérgica a LA VIDA fin del comunicado gracias tinistas,fake
"“Me permito informarles que a partir de mañana,se restringe el ingreso al país de personas no nacionales y no residentes en Colombia.Todos los pasajeros colombianos y residentes extranjeros tendrán 14 días de aislamiento preventivo obligatorio”: @IvanDuque https://t.co/ffAFXeAs5l",fake
"El coronavirus es el mismo comunismo pero hecho 1 microorganismo
acabo con el esparcimiento, con los grupos de oracion celulas e iglesias con la disidencia con la serenidad y tranquilidad aumento los ladrones usureros
@LDanieri  @rupilio @GerardoLuces @yaremaria @Madepalmar",fake
"Florentino no se ha ofrecido a levantar un hospital como en China. 

Amancio Ortega no ha ofrecido su fortuna para contratar sanitarios. 

Los bancos no han ofrecido los 60.000 millones de € de rescate para los necesitados. 

Pero todas estas empresas privadas recibirán ayudas.",real
